,Gene,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon
3483,pstA,0.6330040216717099,Phosphate-1,0.06319455541599861,Cold Shock,0.04947796313814956,Phosphate-2
3484,pstC,0.678160091982448,Phosphate-1,0.05318569794443739,Phosphate-2,0.04594451883044026,Cold Shock
3485,pstS,0.7725963254675596,Phosphate-1,0.04316384208809454,Cold Shock,0.042307794067072635,Fnr-1
3486,glmS,0.16199290632407293,Cold Shock,0.14103316150143097,GlcNAc,0.0714882633536904,ppGpp
3487,glmU,0.16217700085613795,ppGpp,0.13850876220439867,GlcNAc,0.06556055039487074,ROS TALE Amp
3488,atpC,0.21812669167543508,Translation,0.14147942337907982,UC-1,0.10642655740753393,UC-8
3489,atpD,0.2375408103823129,Translation,0.17111934056386935,UC-8,0.09983901425690411,crp KO-1
3490,atpG,0.2391578051615031,Translation,0.1884229122295371,UC-8,0.06543560252587266,crp KO-1
3491,atpA,0.19659568311983544,Translation,0.13442241769190733,UC-8,0.08612677827399295,crp KO-1
3492,atpH,0.23009694772710831,Translation,0.1946199516258984,UC-8,0.08168559944997966,crp KO-1
3493,atpF,0.22715074635879384,UC-8,0.21714445240604496,Translation,0.09294092777457941,UC-7
3494,atpE,0.17686302193467662,UC-8,0.1474758672901899,Translation,0.08442436155457089,crp KO-1
3495,atpB,0.14809278776620527,ppGpp,0.1265467369555795,UC-8,0.10466198090009704,Translation
3496,atpI,0.22069264384454523,ppGpp,0.09746189193189425,crp KO-1,0.07378209164667748,UC-6
3497,rsmG,0.2720091470034277,ppGpp,0.16997489018712464,RpoS,0.12940117855827937,UC-5
3498,mnmG,0.4056129567271445,ppGpp,0.07635604664680495,RpoS,0.06964281536454342,Purine
3499,mioC,0.28293508186849303,ppGpp,0.09787293211665049,Microaerobic,0.057334455637433335,Fnr-3
3500,asnC,0.17127611450402114,DNA Damage,0.10918335096517728,minicoli KOs,0.09737366521478208,Cellulose
3501,asnA,0.18150037205427794,minicoli KOs,0.14826920568925617,Glutamine,0.12895204563096407,Arginine
3502,viaA,0.36645167824376934,minicoli KOs,0.16215508209573448,Fnr-1,0.1242490696595725,Fnr-2
3503,ravA,0.3313719765335108,Fnr-2,0.28631425395434595,minicoli KOs,0.21511201945903136,UC-7
3504,kup,0.6743567093664555,minicoli KOs,0.11642476864458873,UC-7,0.0921546797313707,ROS TALE Del-2
3505,rbsD,0.6531189340136797,Ribose,0.13717433316783334,minicoli KOs,0.1340993249137007,Crp-1
3506,rbsA,0.7842272982271474,Ribose,0.19055090393506713,Crp-1,0.08238880058129572,Crp-2
3507,rbsC,0.7344934505888948,Ribose,0.24352995865023197,Crp-2,0.13638002315637265,Glutamine
3508,rbsB,0.4560418708004993,PAL 10 Del,0.40343826484712486,Ribose,0.2358677395447113,Crp-2
3509,rbsK,0.5480890375130025,Ribose,0.2429172321112849,minicoli KOs,0.11859727489102134,Glutamine
3510,rbsR,0.4703636251192769,Ribose,0.14816343497140305,minicoli KOs,0.1117986134691813,Crp-2
3511,hsrA,0.21547770363181473,Fnr-2,0.1610162550391503,ppGpp,0.11339501713779931,Glutarate
3512,yieP,0.23808304509041855,Fnr-2,0.16958550269298245,ppGpp,0.09402156577523779,Cytochrome c
3513,maoP,0.17416447513914513,Osmoprotectant,0.10955779402320209,Cold Shock,0.07361601650039129,nquinone ALE 3
3514,yifB,0.12837253716076968,Translation,0.0850533461854589,ROS TALE Del-1,0.06345886767513664,SSW SNPs
3515,ilvM,0.7490948121276093,Leu/Val/Ile,0.11744081387540906,Hot TALE 16,0.06690239355626915,Glycolate
3516,ilvE,0.7899244441829536,Leu/Val/Ile,0.08527216104626179,Thiamine-1,0.05887948231893059,UC-8
3517,ilvD,0.7687679020797596,Leu/Val/Ile,0.06959536384918297,Leucine,0.06573013159333219,Flagella
3518,ilvA,0.6922439449276843,Leu/Val/Ile,0.06442796120163619,Flagella,0.06278058792319618,Leucine
3519,ilvY,0.5142144824744095,UC-2,0.06202815527074779,Osmoprotectant,0.06089847282639882,Thiamine-1
3520,ilvC,0.42338148829122757,Lrp,0.2265922276092086,Leucine,0.15286801829367236,thrA KO
3521,ppiC,0.11739530722477876,NRZ,0.10714138533022566,Propionate,0.09042100312921597,Microaerobic
3522,yifN,0.11395644972247365,Fnr-2,0.10837094652119239,Glutamine,0.09150217683275541,Acetate
3523,rep,0.269314935004071,ppGpp,0.07926261166026127,Fnr-2,0.06734642238469013,ROS TALE Del-1
3524,gpp,0.13795830679817167,ROS TALE Del-1,0.11684687607542876,Cold Shock,0.09637991037930416,DNA Damage
3525,rhlB,0.16077610934135278,ROS TALE Del-1,0.0953670008073162,DNA Damage,0.09190654003606102,Cold Shock
3526,trxA,0.09379825953900478,Tryptophanase,0.0883523465482291,NRZ,0.08743106085539831,Fatty Acid
3527,rhoL,0.31447018085653644,Resistance,0.16047563853430202,UC-5,0.10723142761248872,UC-1
3528,rho,0.45066867844506375,UC-5,0.2159500561481843,ppGpp,0.08010622948702062,ROS TALE Del-1
3529,rfe,0.11784085361312746,ppGpp,0.10494334302686847,Nucleotide Stress,0.09921200780458372,UC-8
3530,wzzE,0.18637522770280057,Nucleotide Stress,0.14809909515111108,ppGpp,0.1272113525412949,Translation
3531,wecB,0.2714779769097386,UC-5,0.14927787844005203,Translation,0.10879344086021348,pts ALE
3532,wecC,0.24601192045045117,Translation,0.2360309338182357,UC-5,0.11406383504197715,pts ALE
3533,rffG,0.26213551956977366,Translation,0.2287258452465205,UC-5,0.1518016387462393,pts ALE
3534,rffH,0.22658318487190543,Translation,0.18628530379629538,UC-5,0.1190548609491423,pts ALE
3535,rffC,0.24614851381212755,UC-5,0.20323463095302552,Translation,0.10596994770984824,pts ALE
3536,wecE,0.17168852613194785,UC-5,0.12783712545265546,UC-3,0.09894823199201741,pts KO
3537,wzxE,0.22806112023075753,UC-5,0.0750679606458875,Crp-1,0.0687209225513451,Efflux Pump
3538,wzyE,0.12873926326465635,UC-5,0.09699850208592553,Fnr-3,0.05279758312873284,Nickel/Cobalt
3539,rffM,0.14158853777216795,Crp-1,0.07791312692741059,Fnr-1,0.07751768198590336,UC-5
3540,thrP,0.3559949858096283,ppGpp,0.15172187320770159,ArcA,0.09306401251117025,Tyr/Trp/Phe
3541,aslB,0.08361114925548907,UC-3,0.07143271165227316,Nucleotide Stress,0.06422809122660633,Membrane
3542,aslA,0.1865863891537467,ppGpp,0.09987009721144569,Translation,0.07420999346063584,LPS
3543,hemY,0.07749548875860901,Osmoprotectant,0.075189693166262,LPS,0.06374363235836833,Cellulose
3544,hemX,0.06550960519280902,Osmoprotectant,0.06273400697089115,Suf System,0.05333468294433208,Translation
3545,hemD,0.06246914705542017,Translation,0.061410520336978136,ROS TALE Del-1,0.05991216876926708,Cellulose
3546,hemC,0.08046345441223934,Translation,0.0785624917498916,Cellulose,0.053319594453691166,ppGpp
3547,cyaA,0.1609801079782367,Propionate,0.14676372073597133,Tryptophanase,0.10345318578653473,UC-3
3548,cyaY,0.13502291497410546,ppGpp,0.057020253271756416,Methionine,0.046749121207640965,cydB/appC KO
3549,yzcX,0.28562145832944086,Cold Shock,0.23771342619251745,UC-5,0.0785974607184563,UC-6
3550,dapF,0.18267794737685394,UC-2,0.06754509041836565,ROS TALE Del-1,0.0569442946235279,Cellulose
3551,yigA,0.3142986549923691,UC-2,0.0870237332996957,ROS TALE Del-1,0.05795840420109899,DNA Damage
3552,xerC,0.10555843498062767,UC-8,0.09199322128798548,Crp-2,0.08680746104450843,Cellulose
3553,yigB,0.16405192604235264,UC-8,0.10024311479573589,Cellulose,0.06289994760878415,Crp-2
3554,uvrD,0.26316952553289696,Nucleotide Stress,0.18705188511953752,DNA Damage,0.11676397190616317,Cellulose
3555,corA,0.09784049003689532,ROS TALE Amp,0.06957264834885657,Resistance,0.06670906533404508,ppGpp
3556,yigF,0.3362240334491784,LPS,0.32970699993185626,gcvB,0.06068398867971447,RpoS
3557,yigG,0.40082285348109703,gcvB,0.15840112827509056,LPS,0.1518443953995311,Nucleotide Stress
3558,rarD,0.48372923504792875,Nucleotide Stress,0.1525798929417279,ArcA,0.09839528577600398,Microaerobic
3559,yigI,0.5873677137684032,ArcA,0.12441845842273624,Fnr-3,0.1123118136599911,Fnr-2
3560,pldA,0.35150725057896837,ppGpp,0.16107342781201617,pts ALE,0.0882893964858742,Purine
3561,recQ,0.5481219782243197,ppGpp,0.14652502018348723,UC-8,0.1102988548161995,Purine
3562,rhtC,0.0867592232964205,UC-8,0.08494796682027705,Crp-1,0.057217713334505316,Nucleotide Stress
3563,rhtB,0.20485095319887348,Lrp,0.123920838104144,Leucine,0.05924064191891465,Osmoprotectant
3564,pldB,0.07689710638221425,gcvB,0.062000215399251046,UC-1,0.060208326812094426,UC-2
3565,yigL,0.08678866171747235,Cellulose,0.07591945910541309,ROS TALE Del-1,0.049082409519185854,DNA Damage
3566,bioP,0.3586865163807834,Biotin,0.06476597406805418,IS1,0.06390319962875846,ROS TALE Del-1
3567,metR,0.8626392600006233,Methionine,0.09966871327431603,Cold Shock,0.03827606083590307,Arginine
3568,metE,0.48467753692243165,Methionine,0.3348296842235995,Lrp,0.1044648690359623,Purine
3569,ysgA,0.44313758881497833,RpoS,0.1226351295976994,UC-8,0.09874533397751284,Glutarate
3570,udp,0.30507931182889114,Nucleoside,0.17988855308853802,UC-7,0.1587025273926812,ppGpp
3571,rmuC,0.2966963032132578,UC-3,0.2533404555817812,DNA Damage,0.18394724879710556,minicoli KOs
3572,ubiE,0.10441903665431007,ROS TALE Del-1,0.09232005013517741,DNA Damage,0.05153285407171859,Purine
3573,ubiJ,0.11817025016942817,DNA Damage,0.09984072344729544,Cellulose,0.08262684833468326,Acetate
3574,ubiB,0.1747577121378021,DNA Damage,0.1330702217361479,Glutarate,0.13017260379057505,Cold Shock
3575,tatA,0.1216015800242366,Fnr-2,0.08962322592629568,LPS,0.07739405677115074,RpoS
3576,tatB,0.10192637909969438,Cellulose,0.09963377177213906,ArcA,0.09103101514262946,ROS TALE Del-1
3577,tatC,0.16698810505969242,UC-8,0.14139233761805314,ppGpp,0.12823287138874262,Crp-1
3578,rfaH,0.24590049784824175,ppGpp,0.09605141129871286,Sorbitol,0.09319411133639244,YgeV
3579,ubiD,0.12430193854676364,ArcA,0.10975477495157704,ROS TALE Del-1,0.05805647757202026,UC-3
3580,fre,0.0841491404499779,ROS TALE Del-1,0.055112311444359574,Resistance,0.047897387351021115,NtrC-1
3581,fadA,0.5540965524260937,Fatty Acid,0.30047958996854063,UC-3,0.16577534245166647,Acetate
3582,fadB,0.47966320685490715,Fatty Acid,0.3401771765780013,UC-3,0.2062933117822423,ArcA
3583,pepQ,0.2181938045477374,ppGpp,0.14006276332819656,UC-2,0.04410648851471011,FlhDC-1
3584,yigZ,0.08616194045997105,DNA Damage,0.06409041736268917,ppGpp,0.0623510737598747,UC-6
3585,trkH,0.12214972697044957,ROS TALE Del-1,0.08371952466712607,Nucleotide Stress,0.07539500479175865,Cellulose
3586,hemG,0.14929195532909667,UC-2,0.09448032273748652,ROS TALE Del-1,0.07242488965802185,Resistance
3587,mobB,0.1532978987489293,UC-1,0.08297984674614178,Acetate,0.05768254614873691,NRZ
3588,mobA,0.16770142356086326,Cold Shock,0.13561046144797417,Translation,0.07511151677492245,IS1
3589,yihD,0.16827475007882498,Isc System,0.10973131408277603,Cold Shock,0.09522144493175821,NrdR
3590,srkA,0.213072720602553,CpxR,0.14421858081060823,ROS TALE Del-1,0.05798703799787108,Cellulose
3591,dsbA,0.08310666803658673,Copper,0.07904588480864838,Acetate,0.07285226233663078,Cold Shock
3592,yihF,0.2874292760189532,gcvB,0.1850230638718977,Cold Shock,0.08788555858342473,GadX
3593,yihG,0.41048538972326454,ppGpp,0.06471084623128331,Purine,0.052009716590829536,Acid Shock RNA
3594,polA,0.17042181628742392,ppGpp,0.0562971737889425,YgeV,0.04598070544678157,Osmoprotectant
3595,yihA,0.11283902113511246,Nucleotide Stress,0.10918570729255395,ROS TALE Del-1,0.10831069606039911,Cellulose
3596,yihI,0.23782076911344618,Cold Shock,0.07469466198768016,IS1,0.06635075039427663,Fnr-1
3597,hemN,0.08393227383360713,ROS TALE Amp,0.05041501554927008,yjjZ,0.048884574813830683,Resistance
3598,glnG,0.3327016065871353,NtrC-2,0.05340433804326428,NtrC-1,0.043856874935845225,NtrC-3
3599,glnL,0.4363278076656347,NtrC-2,0.05121053262455033,Arginine,0.039771869312499764,ppGpp
3600,glnA,0.36668414857121834,NtrC-2,0.10797907318083333,Arginine,0.09865966101852297,Pyrimidine
3601,bipA,0.32912051212083315,ppGpp,0.2603454596268643,Translation,0.1190751634660503,UC-3
3602,yihL,0.23633576530613243,minicoli KOs,0.22264498210346417,Ribose,0.13063245574735893,Crp-1
3603,yihM,0.23949841444837527,Ribose,0.18715491824458252,Crp-1,0.1312706988120136,IS5
3604,yihN,0.12654298620225313,IS5,0.11555706560730683,Ribose,0.0935544317493453,Crp-2
3605,ompL,0.6113417671584183,Sulfoquinovose,0.058458555079970775,Xylose,0.023608736906246874,efeU Activation
3606,yihO,0.5294148253083901,Sulfoquinovose,0.051432396079129084,Cellulose,0.05137778664662784,Xylose
3607,yihP,0.75192567109052,Sulfoquinovose,0.0646263096249392,Xylose,0.045015510520513446,Glutamine
3608,yihQ,0.7701753502728876,Sulfoquinovose,0.0925333075423449,Xylose,0.048739682910225124,Nitrogen
3609,yihR,0.7430020664791314,Sulfoquinovose,0.05977702700170329,Xylose,0.05483340071738574,Cold Shock
3610,yihS,0.7075200175225629,Sulfoquinovose,0.05569664084388026,Translation,0.05431258838018982,Crp-2
3611,yihT,0.7640144254968295,Sulfoquinovose,0.0639261159260961,PAL 10 Del,0.06314670392584731,Crp-2
3612,yihU,0.7883618198335299,Sulfoquinovose,0.11196270510715645,Crp-1,0.07419437877059876,Crp-2
3613,yihV,0.482400625056557,Sulfoquinovose,0.131176465151562,ppGpp,0.10809955919276149,Fnr-2
3614,csqR,0.48940708899379526,minicoli KOs,0.20555333431226963,Sulfoquinovose,0.08844678889092605,Crp-1
3615,yihX,0.4136246961378641,minicoli KOs,0.2811842443512468,UC-7,0.10524977714384309,ppGpp
3616,yihY,0.3584567906990519,minicoli KOs,0.2320696392799153,UC-7,0.10324126117340326,Acetate
3617,dtd,0.46249742963511686,minicoli KOs,0.13393218837001208,UC-1,0.11934974481849292,Dipeptide
3618,fabY,0.5471320453423273,minicoli KOs,0.10153224817506756,Dipeptide,0.08838886602698481,UC-7
3619,yiiE,0.2874009401695895,gcvB,0.170476950810738,UC-1,0.05355478161078209,IS1
3620,yiiF,0.15592622028700132,minicoli KOs,0.12275459678739975,Cellulose,0.0935028794307291,Crp-1
3621,fdhE,0.12446807082919376,IS5,0.05551425478680494,gcvB,0.042523218881209024,Tryptophanase
3622,fdoI,0.40187423010997325,FDH-O,0.15068850843695347,Lrp,0.10076870184822162,Gluconate
3623,fdoH,0.5600341555388003,FDH-O,0.10433378538682458,Lrp,0.0613937872436785,Cysteine-1
3624,fdoG,0.2863141665768123,FDH-O,0.2506916162745825,ArcA,0.06546876610343433,IS5
3625,fdhD,0.07642325092483271,Osmoprotectant,0.0653740024725521,Crp-1,0.06434116815573077,FDH-O
3626,yiiG,0.2676579009318505,minicoli KOs,0.05733762989927815,Cold Shock,0.05723516658592953,UC-3
3627,frvR,0.08673570644517425,UC-2,0.07613304998453585,NDH-1,0.07207174808301697,SoxS
3628,frvX,0.15904712035442325,minicoli KOs,0.12013637992331327,SoxS,0.1022060073122838,ppGpp
3629,frvB,0.07402879224558034,SoxS,0.07243365697359472,Rhamnose,0.06984721507023872,minicoli KOs
3630,frvA,0.2921933726728695,Rhamnose,0.08265148657774957,Curli-1,0.07470269003047048,Cellulose
3631,rhaM,0.8822208274812703,Rhamnose,0.035251463681722606,GadXW,0.03225542178156093,Thiamine-2
3632,rhaD,0.9166837232119369,Rhamnose,0.028961591922420427,BW25113,0.016540306063512977,Nucleotide Stress
3633,rhaA,0.9089648119660663,Rhamnose,0.040672973980194316,BW25113,0.03778607455784455,FlhDC-2
3634,rhaB,0.9286459078920346,Rhamnose,0.028326289054898868,Biotin,0.02659643909132625,FlhDC-2
3635,rhaS,0.7492912731238326,Rhamnose,0.10279010704341573,UC-9,0.06124525528907321,Crp-1
3636,rhaR,0.673157856764599,Rhamnose,0.13448715834496727,Crp-1,0.0912155031197257,UC-9
3637,rhaT,0.7036599631805335,Rhamnose,0.14170627609958697,Curli-2,0.04890064304511499,BW25113
3638,sodA,0.4148738552195683,SoxS,0.2521097731928561,Fur-2,0.14782159375425608,ArcA
3639,kdgT,0.3714684150661479,SoxS,0.1222635981564264,PAL 26 Del,0.06338730874362553,Cellulose
3640,yiiM,0.2971342907407577,UC-1,0.13508571444213135,ppGpp,0.07482438191598717,Translation
3641,cpxA,0.0922466652290318,YgeV,0.07433704327264945,Nucleotide Stress,0.07112872983336072,GadX
3642,cpxR,0.10971027032909852,CpxR,0.07742032444170566,Nucleotide Stress,0.06932337619517448,YgeV
3643,fieF,0.16113511078658815,ppGpp,0.1061021641795088,ROS TALE Del-1,0.052944213461212364,IS5
3644,pfkA,0.2969923786468639,Fnr-2,0.2355869187691898,Cra,0.13962740065373525,ppGpp
3645,sbp,0.3908058618364978,Sulfate,0.3433022557316405,Cysteine-1,0.05815483161926016,Thr/Ser-1
3646,cdh,0.14799871471813775,Cysteine-1,0.11676665119556973,Sulfate,0.10041222769497371,UC-8
3647,tpiA,0.18042094585059754,tpiA KO,0.1596205338136356,Phosphate-2,0.09437912757984657,Fnr-2
3648,yiiQ,0.1559205047234482,Nucleotide Stress,0.08410953792199138,Resistance,0.08110707862472244,Cold Shock
3649,yiiR,0.1354922794320098,UC-1,0.06121954146975006,ROS TALE Del-1,0.05103403203264534,Osmoprotectant
3650,yiiS,0.4404920796450785,Cellulose,0.09107638144431862,Glutarate,0.06703989972560664,Nucleotide Stress
3651,uspD,0.43623199007058233,Cellulose,0.08924030317395193,Glutarate,0.05983425134018161,Nucleotide Stress
3652,fpr,0.804537817656105,SoxS,0.11783903404986273,minicoli KOs,0.06908831623896072,ROS TALE Del-1
3653,glpX,0.25560695539088674,Glycerol,0.14775913453577094,Fnr-2,0.09901100918192429,Fnr-1
3654,glpK,0.86516434529182,Glycerol,0.15430574330515434,UC-3,0.04586688271424333,ppGpp
3655,glpF,0.8439725782400743,Glycerol,0.1960122925226686,UC-3,0.07154170462536757,Crp-1
3656,zapB,0.12461720904744955,Resistance,0.11268388913873273,trxC Del,0.08462130150872049,Nickel/Cobalt
3657,rraA,0.23476774219210605,Fnr-2,0.1499314725823475,ppGpp,0.07608003703330879,UC-6
3658,menA,0.29950247684072995,Nucleotide Stress,0.13897460276717055,ppGpp,0.07891171743854719,Lrp
3659,hslU,0.6434023443165764,RpoH,0.0947497493200039,Nucleotide Stress,0.07646360354645543,LPS
3660,hslV,0.6156205416521906,RpoH,0.05497463132310765,Nucleotide Stress,0.02780850063188489,UC-1
3661,ftsN,0.13429760042947514,Cold Shock,0.1062941454958849,pts ALE,0.0666413918689287,FliA
3662,cytR,0.30032396332961,UC-3,0.22756592586533575,IS5,0.1333993471487498,Crp-1
3663,priA,0.2408283971536953,ppGpp,0.06541258234759662,Purine,0.06354813310620977,ROS TALE Del-1
3664,rpmE,0.22045202347463932,Translation,0.194725901172482,ppGpp,0.1488920115768705,Zinc-1
3665,yiiX,0.14159581093348328,Methionine,0.11051658900086558,UC-5,0.06887346941515549,Thiamine-1
3666,metJ,0.5866984368891497,Methionine,0.20118256748490393,Cold Shock,0.05938466530745268,UC-3
3667,metB,0.8811227630222033,Methionine,0.06271156855879756,Sorbitol,0.05822472351841479,Arginine
3668,metL,0.7657078820355723,Methionine,0.08301385174386933,Sorbitol,0.06972670683591509,Cytochrome c
3669,metF,0.9045361095382719,Methionine,0.09049835541055207,Lrp,0.07057805930089411,ppGpp
3670,katG,0.43083430954190094,OxyR,0.1564033915682339,ppGpp,0.1540948417038741,Fnr-1
3671,yijE,0.3048561753114327,OxyR,0.22013639727012202,Cold Shock,0.1283771836379235,ROS TALE Del-1
3672,yijF,0.07283156178895922,ROS TALE Del-1,0.046619017271873675,Leu/Val/Ile,0.0318672533174843,Efflux Pump
3673,gldA,0.31937338585193464,Fnr-3,0.3139886979625546,Fnr-2,0.2953196929587555,Fnr-1
3674,fsaB,0.3470203963645897,minicoli KOs,0.09195058395484212,IS Elements-1,0.08248479282477317,Glyoxylate
3675,ptsA,0.3381010308149678,Crp-1,0.1728636370494434,Maltose,0.15009742626029976,Sialic Acid
3676,frwC,0.14780117025775175,Acetate,0.10351359066051558,Ribose,0.0977724320625476,ppGpp
3677,frwB,0.17680911270629152,Maltose,0.12447877707452937,ppGpp,0.11619115331318342,Glycolate
3678,pflD,0.17900557469099365,minicoli KOs,0.12289369971639186,ppGpp,0.07414746631210634,Sialic Acid
3679,pflC,0.12981154802454742,ppGpp,0.0763190260912966,UC-7,0.05820735301250857,UC-1
3680,frwD,0.2131533738265693,UC-1,0.09162021913327023,ppGpp,0.04895204370715367,cydB/appC KO
3681,yijO,0.4112759685878714,minicoli KOs,0.13670774039996547,Efflux Pump,0.10079967532609602,UC-7
3682,eptC,0.5156104005310898,minicoli KOs,0.14830950112694852,Glutamine,0.08521306096107095,Thiamine-2
3683,ppc,0.18053734564138957,Lysine/T2SS,0.17804705686208744,UC-8,0.1624184307250761,Purine
3684,argE,0.5096504905738279,Arginine,0.08430978079338058,Leucine,0.06144736094654968,Thiamine-1
3685,argC,0.9067120968115637,Arginine,0.09256047974617254,UC-8,0.047585336751608365,Methionine
3686,argB,0.8194597966661564,Arginine,0.03473888706146411,Cysteine-1,0.017150933882704056,Leucine
3687,argH,0.7231163944077087,Arginine,0.09400774694311775,Cysteine-1,0.04302182263592247,Purine
3688,oxyR,0.07588654897960656,UC-8,0.07211542990073883,Thiamine-1,0.0642085560657829,Acetate
3689,sthA,0.576896196542432,ArcA,0.11526994474405106,Glycolate,0.08224477891597437,Galactose
3690,fabR,0.07781837853244555,ROS TALE Del-1,0.04799734041572268,Cellulose,0.03524845541667054,Curli-1
3691,yijD,0.0868881205759392,Crp-1,0.07180222115741763,UC-3,0.07100605338697852,ppGpp
3692,trmA,0.44193227151520587,ppGpp,0.10746296965166857,Fnr-1,0.1057963078275983,Fnr-2
3693,btuB,0.17016983042936407,UC-8,0.15996859893208115,Translation,0.1004356124379534,Lrp
3694,murI,0.14265960494412078,Glutarate,0.1264664143214893,ROS TALE Del-1,0.10829045992793407,Cellulose
3695,murB,0.19408676360168864,ppGpp,0.0590795695812365,RpoS,0.05612311612968601,Crp-1
3696,birA,0.10363606917316737,Acetate,0.09819657435147155,ppGpp,0.09471604004394685,RpoS
3697,coaA,0.3045071695395406,ppGpp,0.07256922909798724,SoxS,0.06803313297402014,UC-8
3698,tufB,0.1720992252801038,IS Elements-2,0.09938819954832456,Translation,0.06545536548970288,SoxS
3699,secE,0.3598445389015519,Nucleotide Stress,0.20021174215183746,ppGpp,0.12653017706208824,Crp-1
3700,nusG,0.2982458040704913,Nucleotide Stress,0.19406543831861667,ppGpp,0.12193460632314979,Translation
3701,rplK,0.5901268012335277,Translation,0.454465370561992,ppGpp,0.10052345965987597,Cysteine-1
3702,rplA,0.7234254522657029,Translation,0.44441960219017296,ppGpp,0.08980910959663835,Cysteine-1
3703,rplJ,0.5611846135609612,Translation,0.2970105019813506,ppGpp,0.08144144258526376,Crp-1
3704,rplL,0.44070460544810375,Translation,0.11811998939204449,ppGpp,0.0830353717664829,Microaerobic
3705,rpoB,0.26858724021151625,Translation,0.1985400800334055,Nucleotide Stress,0.07299929984448872,UC-5
3706,rpoC,0.220296629547715,Translation,0.16882722290960117,Nucleotide Stress,0.06811783841298968,UC-5
3707,yjaZ,0.13517250205958797,Glutarate,0.10094648771748393,Nucleotide Stress,0.08781589556272373,SSW SNPs
3708,thiH,0.9688226245136325,Thiamine-1,0.0314544304428942,BW25113,0.025515661485493668,Crp-1
3709,thiG,0.968063760885564,Thiamine-1,0.03289624734555707,Leucine,0.02390973399713625,UC-8
3710,thiF,0.9798611833191607,Thiamine-1,0.021396512507038334,Biotin,0.017967433410135403,Propionate
3711,thiE,0.9736979622492034,Thiamine-1,0.042184983501937445,Biotin,0.024333763587915502,UC-3
3712,thiC,0.9712735695426461,Thiamine-1,0.051218191243550315,Biotin,0.028851796405234165,NRZ
3713,rsd,0.3802777084719191,ArcA,0.16301369862039594,Fnr-3,0.12628866374385073,Fnr-2
3714,nudC,0.11342097387477978,Fnr-3,0.10669435610176115,Thiamine-1,0.07916742962142553,Biotin
3715,hemE,0.11614557061713404,Thiamine-1,0.0645982124834199,Crp-1,0.05278222076587924,LPS
3716,nfi,0.08321340252579401,Suf System,0.06942875496315815,gcvB,0.05749057361874477,UC-1
3717,yjaG,0.1774091538831316,nquinone ALE 3,0.1673779910450388,Crp-1,0.1457696417351363,Propionate
3718,hupA,0.09535284935808452,UC-2,0.09357889379877127,Glyoxylate,0.07416888145478284,ROS TALE Del-1
3719,yjaH,0.0783179868529077,UC-1,0.07385501801228489,Glutarate,0.07273967921834623,Cellulose
3720,zraP,0.6725969739607907,Zinc-2,0.05065328366297417,Purine,0.04186633393048844,Methionine
3721,zraS,0.252601091444551,Fnr-2,0.19604611109894088,Crp-1,0.15653005031143086,Zinc-2
3722,zraR,0.3845998473408101,UC-2,0.10662739770335683,Purine,0.10169183370320478,Zinc-2
3723,purD,0.8030810559846095,Purine,0.11440215830934275,Cysteine-1,0.09333672917391589,Translation
3724,purH,0.8671202759356053,Purine,0.07206132769465312,Pyrimidine,0.044934944296789237,Cysteine-1
3725,yjaA,0.3968662688993495,Nucleotide Stress,0.21229555254120203,Cold Shock,0.08665809599886842,UC-2
3726,yjaB,0.14342041185535537,UC-1,0.09454566174732637,Methionine,0.06921447922092028,Translation
3727,metA,0.8910693786510981,Methionine,0.05631959809017306,Biotin,0.054283310637251336,Lrp
3728,aceB,0.40950732344242446,Glyoxylate,0.15495082128087623,Glycolate,0.09787927422936038,Fatty Acid
3729,aceA,0.40059880301296646,Glyoxylate,0.21934770860940234,Glycolate,0.10358395178024027,Fatty Acid
3730,aceK,0.46273379987231145,Glyoxylate,0.19942763194974178,Glycolate,0.0917921807590627,Fatty Acid
3731,arpA,0.27007749354793953,gcvB,0.11830183502780145,Efflux Pump,0.10906422711905561,ROS TALE Amp
3732,iclR,0.11662367487129632,minicoli KOs,0.09173829342921924,Nucleotide Stress,0.09152836435587608,Cold Shock
3733,metH,0.23219219125797352,Leucine,0.19894289669928344,Methionine,0.14883434217673197,Lrp
3734,yjbB,0.11042021062264118,ppGpp,0.06729154438033758,Rhamnose,0.06620502441116005,Nucleotide Stress
3735,pepE,0.37732101757091596,Fnr-1,0.2534247343174386,Fnr-3,0.1949299689769345,Fnr-2
3736,rluF,0.11442613032818494,UC-2,0.1131929853644551,UC-8,0.08778167748849208,Osmoprotectant
3737,yjbD,0.2828361045186988,Lysine/T2SS,0.07786430864453187,NtrC-2,0.06427027495609161,ROS TALE Del-1
3738,lysC,0.5500260644324717,Lysine/T2SS,0.10502910353562889,Lrp,0.0804722458582331,Methionine
3739,pgi,0.886435945532341,pgi KO,0.020499237435535722,crp KO-1,0.018462845205709177,Dipeptide
3740,yjbE,0.463593186889548,Capsule,0.11780136022555765,UC-4,0.09987238025263834,UC-7
3741,yjbF,0.6664067311785205,Capsule,0.16355533212963236,UC-4,0.0480250174587189,Thiamine-2
3742,yjbG,0.6521835746014761,Capsule,0.1200558039576749,UC-4,0.03422108949723157,Thiamine-2
3743,yjbH,0.25738040866712253,Capsule,0.21922198287234906,RpoS,0.12283069109118616,UC-7
