# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonName. Operon name containing the transcription unit
## (4) tuGenes. Name of the gene(s) contained in the transcription unit
## (5) pmName. Promoter Name
## (6) tuEvidence. Evidence that supports the existence of the transcription unit
## (7) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (8) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (9) pmids associated to object
1)tuId	2)tuName	3)operonName	4)tuGenes	5)pmName	6)tuEvidence	7)addEvidence	8)confidenceLevel   9)pmids 
RDBECOLITUC03349	potABCD	potABCD	potD;potC;potB;potA;				None	8244951 
RDBECOLITUC03350	potFGHI	potFGHI	potF;potG;potH;potI;	potFp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8416922 
RDBECOLITUC03351	ppk-ppx	ppk-ppx	ppx;ppk;		[EXP-IMP-POLAR-MUTATION:S]		S	8380170 
RDBECOLITUC03352	prfB-lysS	dsbC-recJ-prfB	lysS;prfB;				None	2183178;2456575 
RDBECOLITUC03353	proBA	proBA	proB;proA;				None	6089111 
RDBECOLITUC03354	pspABCDE	pspABCDE	pspA;pspB;pspC;pspD;pspE;	pspAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	18710431;1712397;7596833;8606168;22830299;28644990;21059793;23421615;32415118 
RDBECOLITUC03355	rcsB	rcsDB	rcsB;	rcsBp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	20435136;8366025;19763168 
RDBECOLITUC03356	rcsC	rcsC	rcsC;				None	8990283;31964733 
RDBECOLITUC03357	rfaDFCL	rfaDFCL	rfaD;waaF;waaC;waaL;	rfaDp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1624462;33329496 
RDBECOLITUC03358	rfbBDACX	rfbBDACX	rfbX;rfbC;rfbA;rfbD;rfbB;				None	7517390;7517391;7590310 
RDBECOLITUC03359	rnc-era	rnc-era-recO-pdxJ-acpS	era;rnc;	rncp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	2085545;8971718;31964733 
RDBECOLITUC03360	rnt-lhr	rnt-lhr	rnt;lhr;	rntp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1460056 
RDBECOLITUC03361	rph-pyrE	rph-pyrE	pyrE;rph;	rphp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	1375912;6207018;8501045 
RDBECOLITUC03362	rplJL-rpoBC	rplKAJL-rpoBC	rplJ;rplL;rpoB;rpoC;	rplJp	[EXP-IMP-POLAR-MUTATION:S]		S	6292159;6158044;6325390;377281;31964733 
RDBECOLITUC03363	rplM-rpsI	rplM-rpsI	rpsI;rplM;	rplMp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	14529615;15126466;31188443;3884974 
RDBECOLITUC03364	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rpmJ;secY;rplO;rpmD;rpsE;rplR;rplF;rpsH;rpsN;rplE;rplX;rplN;	rplNp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	6222285 
RDBECOLITUC03365	rplU-rpmA	rplU-rpmA-yhbE-obgE	rpmA;rplU;	rplUp			None	378941 
RDBECOLITUC03366	rpmBG	yicR-rpmBG-mutM	rpmG;rpmB;	rpmBp			None	9098043;12754220 
RDBECOLITUC03367	rpmH-rnpA	rpmH-rnpA	rpmH;rnpA;	rpmHp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2415431;6329723 
RDBECOLITUC03368	rpoE-rseABC	rseD-rpoE-rseABC	rseC;rseB;rseA;rpoE;	rpoEp2a	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W][EXP-IEP-COREGULATION:W]		W	9159522;19763168 
RDBECOLITUC03369	rpoZ-spoT-trmH-recG	rpoZ-spoT-trmH-recG	rpoZ;spoT;trmH;recG;	rpoZp			None	1544582 
RDBECOLITUC03370	rpsB-tsf	rpsB-tsf	tff;rpsB;tsf;	rpsBp			None	6272196 
RDBECOLITUC03371	rpsF-priB-rpsR-rplI	rpsF-priB-rpsR-rplI	rpsF;priB;rpsR;rplI;	rpsFp			None	1646811 
RDBECOLITUC03372	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpsQ;rpmC;rplP;rpsC;rplV;rpsS;rplB;rplW;rplD;rplC;rpsJ;	rpsJp	[AS-TAS:W]		W	7037196;3892488 
RDBECOLITUC03373	rpsLG-fusA-tufA	rpsLG-fusA-tufA	tufA;fusA;rpsG;rpsL;	rpsLp			None	151587;1398129;7507167;12754220 
RDBECOLITUC03374	rpsMKD-rpoA-rplQ	rpsMKD-rpoA-rplQ	rplQ;rpoA;rpsD;rpsK;rpsM;	rpsMp2	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		S	1108010;6154696;6379605 
RDBECOLITUC03375	rpsP-rimM-trmD-rplS	rpsP-rimM-trmD-rplS	rplS;trmD;rimM;rpsP;	rpsPp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2478711;7559342 
RDBECOLITUC03376	rpsU-dnaG-rpoD	rpsU-dnaG-rpoD	rpsU;dnaG;rpoD;	rpsUp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;7685758;2848013;8316085 
RDBECOLITUC03377	ruvAB	ruvAB	ruvB;ruvA;	ruvAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2842314;2693946;3279394;29559967 
RDBECOLITUC03378	secE-nusG	secE-nusG	secE;nusG;	secEp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2137819 
RDBECOLITUC03379	selAB	selAB	selB;selA;	selAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	1650339;1839607;31964733 
RDBECOLITUC03380	ydjA-selD-topB	ydjA-selD-topB	topB;ydjA;selD;	ydjAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1650339;34475859 
RDBECOLITUC03381	serC-aroA	serC-aroA	serC;aroA;	serCp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	3518706;8018734;9171388 
RDBECOLITUC03382	sfsA-dksA	sfsA-dksA	dksA;sfsA;	sfsAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2013578;2180916;7984109 
RDBECOLITUC03383	yacC-speED	yacC-speED	yacC;speD;speE;	yacCp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2666401;8472951 
RDBECOLITUC03384	speF-potE	speF-potE	speFL;potE;speF;		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1939141 
RDBECOLITUC03385	sspAB	sspAB	sspB;sspA;	sspAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	15126466;1721886;3121585;8022275 
RDBECOLITUC03386	surA-pdxA-rsmA-apaGH	surA-pdxA-rsmA-apaGH	apaH;apaG;rsmA;pdxA;surA;	surAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	2165476;2670894 
RDBECOLITUC03387	umpG-pcm	umpG-pcm	pcm;umpG;	surEp2	[EXP-IMP-POLAR-MUTATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		S	7928962;9785447;9387229 
RDBECOLITUC03388	tehAB	tehAB	tehA;tehB;	tehAp	[EXP-TAS:W]		W	2060788;17426813 
RDBECOLITUC03389	thiCEFSGH	thiCEFSGH	thiS;thiH;thiG;thiF;thiE;thiC;	thiCp			None	10082377;8432721 
RDBECOLITUC03390	thrS-infC	thrS-infC-rpmI-rplT-pheMST-ihfA	infC;thrS;	thrSp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2191140;3086882;31964733 
RDBECOLITUC03391	ybgC-tolQRA	ybgC-tolQRA	ybgC;tolQ;tolR;tolA;		[EXP-IMP-POLAR-MUTATION:S]		S	8763928 
RDBECOLITUC03392	ttdABT	ttdABT	ttdT;ttdA;ttdB;	ttdAp	[EXP-IEP-COREGULATION:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		S	16804186;17172328;8371115;19661178 
RDBECOLITUC03393	ubiCA	ubiCA	ubiC;ubiA;	ubiCp			None	1644758;8366060;15699038;15902464;9315722 
RDBECOLITUC03394	udk-dcd	udk-dcd	dcd;udk;				None	177407 
RDBECOLITUC03395	uhpABC	ivbL-ilvBN-uhpABC	uhpC;uhpB;uhpA;				None	1569008;3038843;3042748 
RDBECOLITUC03396	uxaB	uxaB	uxaB;		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP:W]		W	6296052;6357945 
RDBECOLITUC03397	xseB-ispA-dxs-yajO	xseB-ispA-dxs-yajO	yajO;dxs;ispA;xseB;	xseBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2089044;6284744;6350262;9482846 
RDBECOLITUC03398	xylFGHR	xylFGHR	xylF;xylG;xylH;xylR;	xylFp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		W	9371449;8581399 
RDBECOLITUC03399	dsdA	dsdXA	dsdA;	dsdAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3029015;31964733 
RDBECOLITUC03400	focA-pflB	focA-pflB	pflB;focA;	focAp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2651404;31964733 
RDBECOLITUC03401	focA-pflB	focA-pflB	pflB;focA;	focAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2651404;31964733 
RDBECOLITUC03402	focA-pflB	focA-pflB	pflB;focA;	focAp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2651404;31964733 
RDBECOLITUC03403	pflB	focA-pflB	pflB;	pflBp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2651404 
RDBECOLITUC03404	pflB	focA-pflB	pflB;	pflBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2651404 
RDBECOLITUC03405	pflB	focA-pflB	pflB;	pflBp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2651404 
RDBECOLITUC03406	pflB	focA-pflB	pflB;	pflBp4	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2651404 
RDBECOLITUC03407	pflB	focA-pflB	pflB;	pflBp5	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2651404 
RDBECOLITUC03408	ackA	ackA-pta	ackA;	ackAp			None	7934904;30810277;23274360 
RDBECOLITUC03409	bolA	bolA	bolA;	bolAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2684651;1906064;21219458 
RDBECOLITUC03410	cbpAM	cbpA-cbpM	cbpM;cbpA;	cbpAp1	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	15184371;7997164 
RDBECOLITUC03411	osmB	osmB	osmB;	osmBp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2644204;23421615 
RDBECOLITUC03412	osmB	osmB	osmB;	osmBp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2644204;23421615 
RDBECOLITUC03413	csgBAC	csgBAC	csgC;csgB;csgA;	csgBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	7854117;16816193;27434665;21559929;22247152;15743952;36344808 
RDBECOLITUC03414	otsA	otsBA	otsA;	otsAp	[EXP-IMP-POLAR-MUTATION:S]		S	1310094 
RDBECOLITUC03415	csgDEFG	csgDEFG	csgG;csgF;csgE;csgD;	csgDp1	[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	17468243;16816193;29497416;23708798;21559929;20466769;29196655;32385082;15743952 
RDBECOLITUC03416	stpA	stpA	stpA;	stpAp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8890170;9006049;18245262 
RDBECOLITUC03417	stpA	stpA	stpA;	stpAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8890170;9006049 
RDBECOLITUC03418	stpA	stpA	stpA;	stpAp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8890170;9006049 
RDBECOLITUC03419	treA	treA	treA;	treAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1710760;2671658 
RDBECOLITUC03420	treR	treR	treR;	treRp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9148912 
RDBECOLITUC03421	osmE	osmE	osmE;	osmEp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7565114 
RDBECOLITUC03422	yjaZ	yjaZ	yjaZ;	yjaZp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2160943 
RDBECOLITUC03423	htpX	htpX	htpX;	htpXp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1826904;31964733 
RDBECOLITUC03424	htpG	htpG	htpG;	htpGp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3299380;32385082 
RDBECOLITUC03425	htpG	htpG	htpG;	htpGp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3299380;32385082 
RDBECOLITUC03426	yadV-htrE	yadV-htrE	htrE;yadV;	yadVp2	[EXP-IMP-POLAR-MUTATION:S]		S	8102362 
RDBECOLITUC03427	yadV-htrE	yadV-htrE	htrE;yadV;	yadVp3	[EXP-IMP-POLAR-MUTATION:S]		S	8102362 
RDBECOLITUC03428	htgA	htgA	mbiA;	htgAp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8478327 
RDBECOLITUC03429	htgA	htgA	mbiA;	htgAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8478327 
RDBECOLITUC03430	ibpAB	ibpAB	ibpB;ibpA;	ibpAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10713416;11374870;8244018;1356969;35456749;20864473;31540875 
RDBECOLITUC03431	mngR	mngR	mngR;	mngRp			None	7805834 
RDBECOLITUC03432	fimB	fimB	fimB;	fimBp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1348054;8121417;35316170 
RDBECOLITUC03433	fimB	fimB	fimB;	fimBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1348054;8121417;18284577;15534208;35316170;17238917 
RDBECOLITUC03434	grpE	grpE	grpE;	grpEp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3045760 
RDBECOLITUC03435	fimB	fimB	fimB;	fimBp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1348054;8121417;35316170 
RDBECOLITUC03436	rlmE-ftsH	rlmE-ftsH	ftsH;rlmE;	rlmEp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	7724592;8444796;19656291 
RDBECOLITUC03437	fliAZY	fliAZY	tcyJ;fliZ;fliA;	fliAp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8550423;8071234;17213678;22083893;24272779;29196655;31271063 
RDBECOLITUC03438	gltA	gltA	gltA;	gltAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3309132;9720032;34475859;32385082;23274360 
RDBECOLITUC03439	dnaKJ	tpke11	tpke11;dnaK;dnaJ;	dnaKp2	[EXP-IMP-POLAR-MUTATION:S]		S	3003085;32385082;16952953;31964733 
RDBECOLITUC03440	dnaKJ	tpke11	tpke11;dnaK;dnaJ;	dnaKp3	[EXP-IMP-POLAR-MUTATION:S]		S	3003085;32385082;16952953;31964733 
RDBECOLITUC03441	clpPX	clpX-lon	clpP;clpX;	clpPp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	11073905;8226770;17426813 
RDBECOLITUC03442	glgS	glgS	glgS;	glgSp2	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-BOUNDARIES-DEFINED:W]	[AE(COMP-AINF-SINGLE-DIRECTON/EXP-IDA-BOUNDARIES-DEFINED):S]	S	1324388 
RDBECOLITUC03443	clpB	clpB	clpB;	clpBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1906060;2066329;32385082;19656291 
RDBECOLITUC03444	hscBA-fdx-iscX	hscBA-fdx-iscX	iscX;fdx;hscA;hscB;	hscBp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		W	10544286;11432781;11983079;1317854;7665466;8134349;20718955;16677314;32385082 
RDBECOLITUC03445	hypBCDE	hypABCDE-fhlA	hypB;hypC;hypD;hypE;	hypBp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		W	1849603 
RDBECOLITUC03446	icd	icd	icd;	icdAp2	[EXP-IEP-COREGULATION:W]		W	9922253;23274360;21272324 
RDBECOLITUC03447	rpoH	rpoH	rpoH;	rpoHp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3315851 
RDBECOLITUC03448	rpoH	rpoH	rpoH;	rpoHp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3315851;20000490;9466254;1962841;12391883;1649947;2170326;10766824;9155036;10347150;8736525;9767576;8969182;1327747 
RDBECOLITUC03449	lrhA	lrhA	lrhA;	lrhAp			None	7565112 
RDBECOLITUC03450	lysU	lysU	lysU;	lysUp2			None	1744045;2188953 
RDBECOLITUC03451	trmA	trmA	trmA;	trmAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1999392 
RDBECOLITUC03452	uspA	uspA	uspA;	uspAp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1453957;32211022;31964733 
RDBECOLITUC03453	uspA	uspA	uspA;	uspAp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1453957;32211022;31964733 
RDBECOLITUC03454	uspA	uspA	uspA;	uspAp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1453957;32211022;31964733 
RDBECOLITUC03455	rpsU-dnaG-rpoD	rpsU-dnaG-rpoD	rpsU;dnaG;rpoD;	rpsUp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;2848013;8316085 
RDBECOLITUC03456	rpsU-dnaG-rpoD	rpsU-dnaG-rpoD	rpsU;dnaG;rpoD;	rpsUp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;2848013;8316085 
RDBECOLITUC03457	rpoD	rpsU-dnaG-rpoD	rpoD;	rpoDp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;23274360 
RDBECOLITUC03458	rpoD	rpsU-dnaG-rpoD	rpoD;	rpoDp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;23274360 
RDBECOLITUC03459	rpoD	rpsU-dnaG-rpoD	rpoD;	rpoDp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;23274360 
RDBECOLITUC03460	upp-uraA	upp-uraA	uraA;upp;	uppp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	7721693;9352914;22152010 
RDBECOLITUC03461	nlpD-rpoS	nlpD-rpoS	rpoS;nlpD;	nlpDp2	[EXP-IMP-POLAR-MUTATION:S]		S	7997184;8208244 
RDBECOLITUC03462	rpoS	nlpD-rpoS	rpoS;	rpoSp	[EXP-IMP-POLAR-MUTATION:S]		S	7997184;8208244;21272324;12589799;23274360;26260461;16467145;29196655;8458856 
RDBECOLITUC03463	epd-pgk	epd-pgk-fbaA	pgk;epd;	epdp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	16102000;9851989;2546007 
RDBECOLITUC03464	cvpA-purF-ubiX	cvpA-purF-ubiX	ubiX;purF;cvpA;	cvpAp2	[EXP-IMP-POLAR-MUTATION:S]		S	2991286 
RDBECOLITUC03465	clpA	clpA	clpA;	clpAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2186030 
RDBECOLITUC03466	clpA	clpA	clpA;	clpAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2186030 
RDBECOLITUC03467	clpA	clpA	clpA;	clpAp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2186030 
RDBECOLITUC03468	nuoABCEFGHIJKLMN	nuoABCEFGHIJKLMN	nuoN;nuoM;nuoL;nuoK;nuoJ;nuoI;nuoH;nuoG;nuoF;nuoE;nuoC;nuoB;nuoA;	nuoAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7565112;7690854;9495756;23274360;21272324;31964733 
RDBECOLITUC03469	tsx	tsx	tsx;	tsxp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2265760 
RDBECOLITUC03470	tsx	tsx	tsx;	tsxp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2265760;20000490;9466254;1962841;1715855;12391883;1649947;2170326;10766824;9155036;10347150;8969182;1327747 
RDBECOLITUC03471	yecM-cutC	yecM-cutC	yecM;cutC;		[EXP-IEP-COREGULATION:W]		W	25030700 
RDBECOLITUC03472	endA	endA	endA;	endAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7867949 
RDBECOLITUC03473	endA	endA	endA;	endAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7867949 
RDBECOLITUC03474	sdaCB	sdaCB	sdaC;sdaB;		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W][EXP-IEP:W]		W	8026499 
RDBECOLITUC03475	corA	corA	corA;	corAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	8314774 
RDBECOLITUC03476	soxR	soxR	soxR;	soxRp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1708380;21272324;32561799;23274360;9564045 
RDBECOLITUC03477	livKHMGF	livKHMGF	livF;livG;livM;livH;livK;	livKp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	2195019 
RDBECOLITUC03478	emrRAB	emrRAB	mprA;emrA;emrB;	mprAp	[EXP-IMP-POLAR-MUTATION:S]		S	7730261;17426813;12618449 
RDBECOLITUC03479	fecIR	fecIR	fecR;fecI;	fecIp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	12860393;7557462;28347827 
RDBECOLITUC03480	appA	appCBA-yccB	appA;	appAp			None	8071219 
RDBECOLITUC03481	ppiA	ppiA	ppiA;	ppiAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7715459 
RDBECOLITUC03482	ppiA	ppiA	ppiA;	ppiAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7715459;20000490;9466254;1962841;12391883;1649947;2170326;10766824;9155036;10347150;8736525;8969182;1327747 
RDBECOLITUC03483	ppiA	ppiA	ppiA;	ppiAp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7715459;20000490;9466254;1962841;12391883;1649947;2170326;10766824;9155036;10347150;8736525;8969182;1327747 
RDBECOLITUC03484	ppiA	ppiA	ppiA;	ppiAp4	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7715459;20000490;9466254;1962841;12391883;1649947;2170326;10766824;9155036;10347150;8736525;8969182;1327747 
RDBECOLITUC03485	cadBA	cadBA	cadA;cadB;	cadBp	[EXP-IMP-POLAR-MUTATION:S]		S	1370290;2527331;1556086;19703467;7830562;21890697;9171439;8022268;24816374;8195083;8808945;9172436;9075621;6767681;18086202;7836317;8381784;9692215;7001435 
RDBECOLITUC03486	dcuB-fumB	dcuB-fumB	fumB;dcuB;	dcuBp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9852003 
RDBECOLITUC03487	glgCAP	glgBXCAP	glgP;glgA;glgC;	glgCp2	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	2975249;2468650;8576033;352487;19702577;18430135 
RDBECOLITUC03488	glgCAP	glgBXCAP	glgP;glgA;glgC;	glgCp3	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	2975249;2468650;8576033;352487;19702577;18430135 
RDBECOLITUC03489	fliAZY	fliAZY	tcyJ;fliZ;fliA;	fliAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8550423;17302803;31271063 
RDBECOLITUC03490	rpsU	rpsU-dnaG-rpoD	rpsU;	rpsUp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;7685758 
RDBECOLITUC03491	glnB	glrR-glnB	glnB;	glnBp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8388874;21272324 
RDBECOLITUC03492	glnB	glrR-glnB	glnB;	glnBp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8388874;21272324 
RDBECOLITUC03493	cvpA-purF-ubiX	cvpA-purF-ubiX	ubiX;purF;cvpA;	cvpAp1	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2404765 
RDBECOLITUC03494	ompC	ompC	ompC;	ompCp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2203749;17426813;8125343;23274360;1289796 
