# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon id containing the transcription uni 
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenesIds. Ids of the gene(s) contained in the transcription unit
## (6) tuGenesNames. Names of the gene(s) contained in the transcription unit
## (7) promoterId. Promoter Id
## (8) promoterName. Promoter Name
## (9) sigmaFactor. Sigma Factor associated to 
##(10) tfsIds. transcription Factors ids that regulates the transcription Unit
##(11) tfsNames. transcription Factors names that regulates the transcription Unit
##
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)sigmaFactor	10)tfsIds	11)tfsNames 
RDBECOLITUC03202	tonB	RDBECOLIOPC00782	tonB	RDBECOLIGNC01000	tonB;	RDBECOLIPMC03486	tonBp	sigma70	RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093	Fur,Fur,Fur,Fur 
RDBECOLITUC03203	mglBAC	RDBECOLIOPC03017	mglBAC	RDBECOLIGNC00586,RDBECOLIGNC00584,RDBECOLIGNC00585	mglC;mglA;mglB;	RDBECOLIPMC03487	mglBp	sigma70	RDBECOLITFC00189,RDBECOLITFC00088,RDBECOLITFC00052,RDBECOLITFC00033	CRP,GalR,FlhDC,GalS 
RDBECOLITUC03204	gatYZABCD	RDBECOLIOPC01400	gatYZABCD	RDBECOLIGNC02272,RDBECOLIGNC02271,RDBECOLIGNC02270,RDBECOLIGNC02269,RDBECOLIGNC03968,RDBECOLIGNC02273	gatD;gatC;gatB;gatA;gatZ;gatY;	RDBECOLIPMC03488	gatYp	sigma70	RDBECOLITFC00189,RDBECOLITFC00098,RDBECOLITFC00150	CRP,ArcA,GatR 
RDBECOLITUC03205	gcvTHP	RDBECOLIOPC01657	gcvTHP	RDBECOLIGNC01741,RDBECOLIGNC00364,RDBECOLIGNC01405	gcvP;gcvH;gcvT;	RDBECOLIPMC03489	gcvTp	sigma70	RDBECOLITFC00146,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00128,RDBECOLITFC00146,RDBECOLITFC00146,RDBECOLITFC00014,RDBECOLITFC00146,RDBECOLITFC00121,RDBECOLITFC00146,RDBECOLITFC00146	GcvA,CRP,CRP,FNR,GcvA,GcvA,Lrp,GcvA,PurR,GcvA,GcvA 
RDBECOLITUC03206	gcvA	RDBECOLIOPC02176	gcvA	RDBECOLIGNC01726	gcvA;	RDBECOLIPMC03490	gcvAp	sigma70	RDBECOLITFC00146,RDBECOLITFC00146	GcvA,GcvA 
RDBECOLITUC03207	glnHPQ	RDBECOLIOPC03352	glnHPQ	RDBECOLIGNC00382,RDBECOLIGNC00381,RDBECOLIGNC00379	glnQ;glnP;glnH;	RDBECOLIPMC03491	glnHp2	sigma54	RDBECOLITFC00153,RDBECOLITFC00211,RDBECOLITFC00211,RDBECOLITFC00153,RDBECOLITFC00153,RDBECOLITFC00153	NtrC,IHF,IHF,NtrC,NtrC,NtrC 
RDBECOLITUC03208	glpFKX	RDBECOLIOPC03367	glpFKX	RDBECOLIGNC01471,RDBECOLIGNC00391,RDBECOLIGNC00389	glpX;glpK;glpF;	RDBECOLIPMC03492	glpFp	sigma70	RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00102	CRP,CRP,GlpR,GlpR,GlpR,GlpR,GlpR,GlpR 
RDBECOLITUC03209	ihfA	RDBECOLIOPC03527	thrS-infC-rpmI-rplT-pheMST-ihfA	RDBECOLIGNC00433	ihfA;	RDBECOLIPMC03493	ihfAp4	sigma38	RDBECOLITFC00211,RDBECOLITFC00211,RDBECOLITFC00211	IHF,IHF,IHF 
RDBECOLITUC03210	ihfB	RDBECOLIOPC02787	rpsA-ihfB	RDBECOLIGNC00434	ihfB;	RDBECOLIPMC03494	ihfBp	sigma70	RDBECOLITFC00211,RDBECOLITFC00211,RDBECOLITFC00211,RDBECOLITFC00211,RDBECOLITFC00211,RDBECOLITFC00211	IHF,IHF,IHF,IHF,IHF,IHF 
RDBECOLITUC03211	dps	RDBECOLIOPC02535	dps	RDBECOLIGNC01380	dps;	RDBECOLIPMC03495	dpsp	sigma70	RDBECOLITFC00216,RDBECOLITFC00143,RDBECOLITFC00216,RDBECOLITFC00211,RDBECOLITFC00216,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00020	OxyR,MntR,OxyR,IHF,OxyR,Fis,Fis,H-NS 
RDBECOLITUC03212	ompR-envZ	RDBECOLIOPC03218	ompR-envZ	RDBECOLIGNC00263,RDBECOLIGNC00664	envZ;ompR;	RDBECOLIPMC03496	ompRp2	sigma70	RDBECOLITFC00189	CRP 
RDBECOLITUC03213	thrLABC	RDBECOLIOPC00853	thrLABC	RDBECOLIGNC01250,RDBECOLIGNC00986,RDBECOLIGNC00987,RDBECOLIGNC00988	thrL;thrA;thrB;thrC;	RDBECOLIPMC03497	thrLp	sigma70	RDBECOLITFC00039	DksA 
RDBECOLITUC03214	leuLABCD	RDBECOLIOPC02103	leuLABCD	RDBECOLIGNC01526,RDBECOLIGNC01527,RDBECOLIGNC01528,RDBECOLIGNC01203,RDBECOLIGNC01252	leuD;leuC;leuB;leuA;leuL;	RDBECOLIPMC03498	leuLp1	sigma70	RDBECOLITFC00212	LeuO 
RDBECOLITUC03215	umuDC	RDBECOLIOPC01122	umuDC	RDBECOLIGNC01045,RDBECOLIGNC01044	umuD;umuC;	RDBECOLIPMC03499	umuDp	sigma70	RDBECOLITFC00214,RDBECOLITFC00214	LexA,LexA 
RDBECOLITUC03216	lrp	RDBECOLIOPC00272	lrp	RDBECOLIGNC00539	lrp;	RDBECOLIPMC03500	lrpp	sigma70	RDBECOLITFC00038,RDBECOLITFC00020,RDBECOLITFC00077,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014	NsrR,H-NS,GadE,Lrp,Lrp,Lrp,Lrp 
RDBECOLITUC03217	gltBDF	RDBECOLIOPC03023	gltBDF	RDBECOLIGNC00396,RDBECOLIGNC00397,RDBECOLIGNC01468	gltB;gltD;gltF;	RDBECOLIPMC03501	gltBp	sigma70	RDBECOLITFC00091,RDBECOLITFC00176,RDBECOLITFC00093,RDBECOLITFC00211,RDBECOLITFC00211,RDBECOLITFC00077,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00109,RDBECOLITFC00109,RDBECOLITFC00189,RDBECOLITFC00128,RDBECOLITFC00135,RDBECOLITFC00014	HdfR,AdiY,Fur,IHF,IHF,GadE,Lrp,Lrp,Lrp,ArgR,ArgR,CRP,FNR,Nac,Lrp 
RDBECOLITUC03218	livJ	RDBECOLIOPC00771	livJ	RDBECOLIGNC00531	livJ;	RDBECOLIPMC03502	livJp	sigma70	RDBECOLITFC00039,RDBECOLITFC00014	DksA,Lrp 
RDBECOLITUC03219	livKHMGF	RDBECOLIOPC00304	livKHMGF	RDBECOLIGNC00528,RDBECOLIGNC00529,RDBECOLIGNC00533,RDBECOLIGNC00530,RDBECOLIGNC00532	livF;livG;livM;livH;livK;	RDBECOLIPMC03503	livKp1	sigma70	RDBECOLITFC00014	Lrp 
RDBECOLITUC03220	lysA	RDBECOLIOPC01385	lysA	RDBECOLIGNC00541	lysA;	RDBECOLIPMC03504	lysAp	sigma70	RDBECOLITFC00076,RDBECOLITFC00221	ArgP,LysR 
RDBECOLITUC03221	lysR	RDBECOLIOPC00489	lysR	RDBECOLIGNC00543	lysR;	RDBECOLIPMC03505	lysRp	sigma70	RDBECOLITFC00221	LysR 
RDBECOLITUC03222	malI	RDBECOLIOPC02157	malI	RDBECOLIGNC00549	malI;	RDBECOLIPMC03506	malIp	sigma70	RDBECOLITFC00189,RDBECOLITFC00183,RDBECOLITFC00189	CRP,MalI,CRP 
RDBECOLITUC03223	fpr	RDBECOLIOPC01078	fpr	RDBECOLIGNC00620	fpr;	RDBECOLIPMC03507	fprp	sigma70	RDBECOLITFC00074,RDBECOLITFC00201	MarA,SoxS 
RDBECOLITUC03224	nfo	RDBECOLIOPC00216	nfo	RDBECOLIGNC00643	nfo;	RDBECOLIPMC03508	nfop	sigma70	RDBECOLITFC00201,RDBECOLITFC00074,RDBECOLITFC00051,RDBECOLITFC00201	SoxS,MarA,Rob,SoxS 
RDBECOLITUC03225	marRAB	RDBECOLIOPC01778	marRAB	RDBECOLIGNC01398,RDBECOLIGNC01397,RDBECOLIGNC01546	marR;marA;marB;	RDBECOLIPMC03509	marRp	sigma70	RDBECOLITFC00057,RDBECOLITFC00065,RDBECOLITFC00170,RDBECOLITFC00189,RDBECOLITFC00051,RDBECOLITFC00053,RDBECOLITFC00201,RDBECOLITFC00074,RDBECOLITFC00125,RDBECOLITFC00125	Cra,AcrR,CpxR,CRP,Rob,Fis,SoxS,MarA,MarR,MarR 
RDBECOLITUC03226	metC	RDBECOLIOPC00812	metC	RDBECOLIGNC00575	metC;	RDBECOLIPMC03510	metCp	sigma70	RDBECOLITFC00218	MetJ 
RDBECOLITUC03227	glyA	RDBECOLIOPC02513	glyA	RDBECOLIGNC00401	glyA;	RDBECOLIPMC03511	glyAp	sigma70	RDBECOLITFC00108,RDBECOLITFC00108,RDBECOLITFC00108,RDBECOLITFC00121	MetR,MetR,MetR,PurR 
RDBECOLITUC03228	mtlADR	RDBECOLIOPC01428	mtlADR	RDBECOLIGNC00607,RDBECOLIGNC00608,RDBECOLIGNC01888	mtlA;mtlD;mtlR;	RDBECOLIPMC03512	mtlAp	sigma70	RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00053,RDBECOLITFC00057	CRP,CRP,CRP,CRP,CRP,Fis,Cra 
RDBECOLITUC03229	nadB	RDBECOLIOPC00529	nadB	RDBECOLIGNC00623	nadB;	RDBECOLIPMC03513	nadBp	sigma70	RDBECOLITFC00130	NadR 
RDBECOLITUC03230	pncB	RDBECOLIOPC02081	pncB	RDBECOLIGNC00732	pncB;	RDBECOLIPMC03514	pncBp	sigma70	RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00130	CRP,CRP,NadR 
RDBECOLITUC03231	manXYZ	RDBECOLIOPC03499	manXYZ-yobD	RDBECOLIGNC00559,RDBECOLIGNC00560,RDBECOLIGNC00561	manX;manY;manZ;	RDBECOLIPMC03515	manXp	sigma70	RDBECOLITFC00057,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00027,RDBECOLITFC00219,RDBECOLITFC00219,RDBECOLITFC00027	Cra,CRP,CRP,NagC,Mlc,Mlc,NagC 
RDBECOLITUC03232	codBA	RDBECOLIOPC00260	codBA	RDBECOLIGNC01297,RDBECOLIGNC01296	codB;codA;	RDBECOLIPMC03516	codBp	sigma70	RDBECOLITFC00135,RDBECOLITFC00121	Nac,PurR 
RDBECOLITUC03233	adhE	RDBECOLIOPC02643	adhE	RDBECOLIGNC00028	adhE;	RDBECOLIPMC03517	adhEp1	sigma70	RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00057,RDBECOLITFC00014,RDBECOLITFC00014,RDBECOLITFC00014	Fis,Fis,Fis,NarL,NarL,Cra,Lrp,Lrp,Lrp 
RDBECOLITUC03234	nrfABCDEFG	RDBECOLIOPC00758	nrfABCDEFG	RDBECOLIGNC01712,RDBECOLIGNC01869,RDBECOLIGNC01870,RDBECOLIGNC01871,RDBECOLIGNC01872,RDBECOLIGNC01873,RDBECOLIGNC01874	nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG;	RDBECOLIPMC03518	nrfAp	sigma70	RDBECOLITFC00038,RDBECOLITFC00211,RDBECOLITFC00085,RDBECOLITFC00009,RDBECOLITFC00085,RDBECOLITFC00052,RDBECOLITFC00009,RDBECOLITFC00128,RDBECOLITFC00009,RDBECOLITFC00211,RDBECOLITFC00053,RDBECOLITFC00009,RDBECOLITFC00038,RDBECOLITFC00009	NsrR,IHF,NarP,NarL,NarP,FlhDC,NarL,FNR,NarL,IHF,Fis,NarL,NsrR,NarL 
RDBECOLITUC03235	nhaAR	RDBECOLIOPC03068	nhaAR	RDBECOLIGNC01065,RDBECOLIGNC00644	nhaR;nhaA;	RDBECOLIPMC03519	nhaAp1	sigma70	RDBECOLITFC00084,RDBECOLITFC00084,RDBECOLITFC00084,RDBECOLITFC00084,RDBECOLITFC00020	NhaR,NhaR,NhaR,NhaR,H-NS 
RDBECOLITUC03236	phnCDEEFGHIJKLMNOP	RDBECOLIOPC02462	phnCDEEFGHIJKLMNOP	RDBECOLIGNC00716,RDBECOLIGNC00715,RDBECOLIGNC00714,RDBECOLIGNC00713,RDBECOLIGNC00712,RDBECOLIGNC00711,RDBECOLIGNC00710,RDBECOLIGNC00709,RDBECOLIGNC00708,RDBECOLIGNC00707,RDBECOLIGNC00706,RDBECOLIGNC01255,RDBECOLIGNC00705,RDBECOLIGNC00704	phnP;phnO;phnN;phnM;phnL;phnK;phnJ;phnI;phnH;phnG;phnF;phnE;phnD;phnC;	RDBECOLIPMC03520	phnCp	sigma70	RDBECOLITFC00202	PhoB 
RDBECOLITUC03237	pstSCAB-phoU	RDBECOLIOPC03559	pstSCAB-phoU	RDBECOLIGNC00725,RDBECOLIGNC00773,RDBECOLIGNC00772,RDBECOLIGNC00774,RDBECOLIGNC00724	phoU;pstB;pstA;pstC;pstS;	RDBECOLIPMC03521	pstSp	sigma70	RDBECOLITFC00128,RDBECOLITFC00211,RDBECOLITFC00202,RDBECOLITFC00202	FNR,IHF,PhoB,PhoB 
RDBECOLITUC03238	prs	RDBECOLIOPC02433	lolB-ispE-prs	RDBECOLIGNC00764	prs;	RDBECOLIPMC03522	prsp	sigma70	RDBECOLITFC00121	PurR 
RDBECOLITUC03239	speAB	RDBECOLIOPC01071	speAB	RDBECOLIGNC00948,RDBECOLIGNC00947	speB;speA;	RDBECOLIPMC03523	speAp	sigma70	RDBECOLITFC00121	PurR 
RDBECOLITUC03240	guaBA	RDBECOLIOPC00204	guaBA	RDBECOLIGNC00413,RDBECOLIGNC00414	guaA;guaB;	RDBECOLIPMC03524	guaBp	sigma70	RDBECOLITFC00189,RDBECOLITFC00017,RDBECOLITFC00121,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053	CRP,DnaA,PurR,Fis,Fis,Fis 
RDBECOLITUC03241	rbsDACBZKR	RDBECOLIOPC01764	rbsDACBZKR	RDBECOLIGNC02853,RDBECOLIGNC00809,RDBECOLIGNC00807,RDBECOLIGNC00804,RDBECOLIGNC00806,RDBECOLIGNC00805,RDBECOLIGNC00808	rbsZ;rbsR;rbsD;rbsA;rbsC;rbsB;rbsK;	RDBECOLIPMC03525	rbsDp	sigma70	RDBECOLITFC00189,RDBECOLITFC00058	CRP,RbsR 
RDBECOLITUC03242	wza-wzb-wzc-wcaAB	RDBECOLIOPC00798	wza-wzb-wzc-wcaAB	RDBECOLIGNC03946,RDBECOLIGNC03947,RDBECOLIGNC03948,RDBECOLIGNC03949,RDBECOLIGNC03950	wcaB;wcaA;wzc;wzb;wza;	RDBECOLIPMC03526	wzap1	sigma70	RDBECOLITFC00117,RDBECOLITFC00117	RcsAB,RcsAB 
RDBECOLITUC03243	rhaT	RDBECOLIOPC02493	rhaT	RDBECOLIGNC01283	rhaT;	RDBECOLIPMC03527	rhaTp	sigma70	RDBECOLITFC00160,RDBECOLITFC00160,RDBECOLITFC00160,RDBECOLITFC00189,RDBECOLITFC00098,RDBECOLITFC00098,RDBECOLITFC00098	RhaS,RhaS,RhaS,CRP,ArcA,ArcA,ArcA 
RDBECOLITUC03244	zwf	RDBECOLIOPC01414	zwf	RDBECOLIGNC01198	zwf;	RDBECOLIPMC03528	zwfp	sigma70	RDBECOLITFC00057,RDBECOLITFC00093,RDBECOLITFC00128,RDBECOLITFC00074,RDBECOLITFC00051,RDBECOLITFC00201	Cra,Fur,FNR,MarA,Rob,SoxS 
RDBECOLITUC03245	ftsQAZ	RDBECOLIOPC03553	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	RDBECOLIGNC00336,RDBECOLIGNC00333,RDBECOLIGNC00341	ftsQ;ftsA;ftsZ;	RDBECOLIPMC03529	ftsQp1	sigma70	RDBECOLITFC00021,RDBECOLITFC00021,RDBECOLITFC00021	SdiA,SdiA,SdiA 
RDBECOLITUC03246	soxS	RDBECOLIOPC02065	soxS	RDBECOLIGNC00946	soxS;	RDBECOLIPMC03530	soxSp	sigma70	RDBECOLITFC00128,RDBECOLITFC00093,RDBECOLITFC00065,RDBECOLITFC00071,RDBECOLITFC00071,RDBECOLITFC00201	FNR,Fur,AcrR,SoxR,SoxR,SoxS 
RDBECOLITUC03247	torCAD	RDBECOLIOPC01095	torCAD	RDBECOLIGNC01745,RDBECOLIGNC01744,RDBECOLIGNC02079	torC;torA;torD;	RDBECOLIPMC03531	torCp	sigma70	RDBECOLITFC00063,RDBECOLITFC00063,RDBECOLITFC00063,RDBECOLITFC00063,RDBECOLITFC00009	TorR,TorR,TorR,TorR,NarL 
RDBECOLITUC03248	treBC	RDBECOLIOPC00247	treBC	RDBECOLIGNC01367,RDBECOLIGNC02024	treC;treB;	RDBECOLIPMC03532	treBp	sigma70	RDBECOLITFC00098,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00026,RDBECOLITFC00026	ArcA,CRP,CRP,TreR,TreR 
RDBECOLITUC03249	araBAD	RDBECOLIOPC01706	araBAD	RDBECOLIGNC00051,RDBECOLIGNC00048,RDBECOLIGNC00049	araD;araA;araB;	RDBECOLIPMC03318	araBp	sigma70	RDBECOLITFC00022,RDBECOLITFC00022,RDBECOLITFC00189,RDBECOLITFC00022,RDBECOLITFC00022,RDBECOLITFC00022,RDBECOLITFC00022	AraC,AraC,CRP,AraC,AraC,AraC,AraC 
RDBECOLITUC03250	fadBA	RDBECOLIOPC00748	fadBA	RDBECOLIGNC00272,RDBECOLIGNC00273	fadA;fadB;	RDBECOLIPMC03401	fadBp	sigma70	RDBECOLITFC00051,RDBECOLITFC00098,RDBECOLITFC00126,RDBECOLITFC00053	Rob,ArcA,FadR,Fis 
RDBECOLITUC03251	glpTQ	RDBECOLIOPC02894	glpTQ	RDBECOLIGNC00392,RDBECOLIGNC00394	glpQ;glpT;	RDBECOLIPMC03350	glpTQp	sigma70	RDBECOLITFC00128,RDBECOLITFC00189,RDBECOLITFC00128,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00102,RDBECOLITFC00211,RDBECOLITFC00211,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00102,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053	FNR,CRP,FNR,CRP,CRP,GlpR,IHF,IHF,GlpR,GlpR,GlpR,GlpR,GlpR,GlpR,GlpR,Fis,Fis,Fis,Fis,Fis,Fis 
RDBECOLITUC03252	metF	RDBECOLIOPC01358	metF	RDBECOLIGNC00577	metF;	RDBECOLIPMC03362	metFp	sigma70	RDBECOLITFC00218,RDBECOLITFC00218,RDBECOLITFC00218,RDBECOLITFC00218,RDBECOLITFC00218,RDBECOLITFC00218,RDBECOLITFC00218	MetJ,MetJ,MetJ,MetJ,MetJ,MetJ,MetJ 
RDBECOLITUC03253	rhaBAD	RDBECOLIOPC00464	rhaBAD	RDBECOLIGNC01794,RDBECOLIGNC01795,RDBECOLIGNC01796	rhaD;rhaA;rhaB;	RDBECOLIPMC03533	rhaBp	sigma70	RDBECOLITFC00189,RDBECOLITFC00160,RDBECOLITFC00160,RDBECOLITFC00189	CRP,RhaS,RhaS,CRP 
RDBECOLITUC03254	trpR	RDBECOLIOPC02122	trpR	RDBECOLIGNC01017	trpR;	RDBECOLIPMC03389	trpRp	sigma70	RDBECOLITFC00032	TrpR 
RDBECOLITUC03255	lysU	RDBECOLIOPC03482	lysU	RDBECOLIGNC00545	lysU;	RDBECOLIPMC03534	lysUp1	sigma70	RDBECOLITFC00014	Lrp 
RDBECOLITUC03256	oppABCDF	RDBECOLIOPC03429	oppABCDF	RDBECOLIGNC00666,RDBECOLIGNC00667,RDBECOLIGNC00668,RDBECOLIGNC00669,RDBECOLIGNC00670	oppA;oppB;oppC;oppD;oppF;	RDBECOLIPMC03535	oppAp	sigma28	RDBECOLITFC00093,RDBECOLITFC00034,RDBECOLITFC00098,RDBECOLITFC00014	Fur,ModE,ArcA,Lrp 
RDBECOLITUC03257	sdaA	RDBECOLIOPC02116	sdaA	RDBECOLIGNC00918	sdaA;	RDBECOLIPMC03536	sdaAp	sigma32	RDBECOLITFC00014	Lrp 
RDBECOLITUC03258	serA	RDBECOLIOPC01170	serA	RDBECOLIGNC00932	serA;	RDBECOLIPMC03537	serAp1	sigma70	RDBECOLITFC00014,RDBECOLITFC00135,RDBECOLITFC00135	Lrp,Nac,Nac 
RDBECOLITUC03259	kbl-tdh	RDBECOLIOPC00189	kbl-tdh	RDBECOLIGNC00981,RDBECOLIGNC00504	tdh;kbl;	RDBECOLIPMC03406	kblp	sigma70	RDBECOLITFC00014,RDBECOLITFC00014	Lrp,Lrp 
RDBECOLITUC03260	argE	RDBECOLIOPC01745	argE	RDBECOLIGNC01258	argE;	RDBECOLIPMC03321	argEp1	sigma70	RDBECOLITFC00109,RDBECOLITFC00109	ArgR,ArgR 
RDBECOLITUC03261	edd-eda	RDBECOLIOPC02877	edd-eda	RDBECOLIGNC00250,RDBECOLIGNC00251	eda;edd;	RDBECOLIPMC03539	eddp	sigma70	RDBECOLITFC00031,RDBECOLITFC00057,RDBECOLITFC00177,RDBECOLITFC00177	KdgR,Cra,GntR,GntR 
RDBECOLITUC03262	gntKU	RDBECOLIOPC03026	gntRKU	RDBECOLIGNC02338,RDBECOLIGNC02336	gntU;gntK;	RDBECOLIPMC03540	gntKp	sigma70	RDBECOLITFC00189,RDBECOLITFC00068,RDBECOLITFC00068,RDBECOLITFC00177,RDBECOLITFC00177	CRP,IdnR,IdnR,GntR,GntR 
RDBECOLITUC03263	gntT	RDBECOLIOPC02949	gntT	RDBECOLIGNC02242	gntT;	RDBECOLIPMC03541	gntTp1	sigma70	RDBECOLITFC00189,RDBECOLITFC00177,RDBECOLITFC00177	CRP,GntR,GntR 
RDBECOLITUC03264	accA	RDBECOLIOPC02974	accA	RDBECOLIGNC01589	accA;	RDBECOLIPMC03730	accAp1	sigma70		 
RDBECOLITUC03265	accBC	RDBECOLIOPC02727	accBC	RDBECOLIGNC00269,RDBECOLIGNC00270	accB;accC;	RDBECOLIPMC03732	accBp1	sigma70	RDBECOLITFC00045	AccB 
RDBECOLITUC03266	accD	RDBECOLIOPC01029	accD	RDBECOLIGNC00211	accD;	RDBECOLIPMC03733	accDp	sigma70	RDBECOLITFC00126	FadR 
RDBECOLITUC03267	acrAB	RDBECOLIOPC02976	acrAB	RDBECOLIGNC01644,RDBECOLIGNC01645	acrA;acrB;	RDBECOLIPMC04001	acrAp	sigma70	RDBECOLITFC00237,RDBECOLITFC00051,RDBECOLITFC00201,RDBECOLITFC00074,RDBECOLITFC00166,RDBECOLITFC00065,RDBECOLITFC00059,RDBECOLITFC00030	PtrR,Rob,SoxS,MarA,PhoP,AcrR,EnvR,MprA 
RDBECOLITUC03268	acrEF	RDBECOLIOPC01687	acrEF	RDBECOLIGNC00260,RDBECOLIGNC00261	acrE;acrF;	RDBECOLIPMC02930	acrEp	sigma70	RDBECOLITFC00128,RDBECOLITFC00020	FNR,H-NS 
RDBECOLITUC03269	adiA	RDBECOLIOPC00733	adiA	RDBECOLIGNC01456	adiA;	RDBECOLIPMC04042	adiAp	sigma70	RDBECOLITFC00211,RDBECOLITFC00176,RDBECOLITFC00020	IHF,AdiY,H-NS 
RDBECOLITUC03270	yjeFE-amiB-mutL-miaA-hfq-hflXKC	RDBECOLIOPC02986	yjeFE-amiB-mutL-miaA-hfq-hflXKC	RDBECOLIGNC01691,RDBECOLIGNC01692,RDBECOLIGNC01331,RDBECOLIGNC01253,RDBECOLIGNC00587,RDBECOLIGNC00431,RDBECOLIGNC00430,RDBECOLIGNC00429,RDBECOLIGNC00428	tsaE;nnr;amiB;mutL;miaA;hfq;hflX;hflK;hflC;	RDBECOLIPMC04039	yjeFp1	sigma70		 
RDBECOLITUC03271	ampDE	RDBECOLIOPC01344	ampDE	RDBECOLIGNC00037,RDBECOLIGNC00038	ampD;ampE;	RDBECOLIPMC00531	ampD		RDBECOLITFC00189	CRP 
RDBECOLITUC03272	ansA-pncA	RDBECOLIOPC00452	ansA-pncA	RDBECOLIGNC01118,RDBECOLIGNC00041	pncA;ansA;					 
RDBECOLITUC03273	arsRBC	RDBECOLIOPC02098	arsRBC	RDBECOLIGNC02114,RDBECOLIGNC02115,RDBECOLIGNC02116	arsR;arsB;arsC;	RDBECOLIPMC03947	arsRp	sigma70	RDBECOLITFC00164	ArsR 
RDBECOLITUC03274	artPIQM	RDBECOLIOPC02866	artPIQM	RDBECOLIGNC01573,RDBECOLIGNC01572,RDBECOLIGNC01571,RDBECOLIGNC01570	artM;artQ;artI;artP;	RDBECOLIPMC02902	artPp	sigma70	RDBECOLITFC00109,RDBECOLITFC00109	ArgR,ArgR 
RDBECOLITUC03275	ascFB	RDBECOLIOPC02601	ascFB	RDBECOLIGNC00082,RDBECOLIGNC00081	ascF;ascB;	RDBECOLIPMC02954	ascFp	sigma70	RDBECOLITFC00180,RDBECOLITFC00189,RDBECOLITFC00180	AscG,CRP,AscG 
RDBECOLITUC03276	ascG	RDBECOLIOPC01735	ascG	RDBECOLIGNC00083	ascG;					 
RDBECOLITUC03277	atpIBEFHAGDC	RDBECOLIOPC03161	atpIBEFHAGDC	RDBECOLIGNC00096,RDBECOLIGNC00097,RDBECOLIGNC00100,RDBECOLIGNC00094,RDBECOLIGNC00101,RDBECOLIGNC00099,RDBECOLIGNC00098,RDBECOLIGNC00095,RDBECOLIGNC00102	atpC;atpD;atpG;atpA;atpH;atpF;atpE;atpB;atpI;	RDBECOLIPMC03682	atpIp	sigma70		 
RDBECOLITUC03278	baeSR	RDBECOLIOPC02454	mdtABCD-baeSR	RDBECOLIGNC01563,RDBECOLIGNC01564	baeS;baeR;					 
RDBECOLITUC03279	basRS	RDBECOLIOPC01384	basRS	RDBECOLIGNC01560,RDBECOLIGNC01561	basS;basR;					 
RDBECOLITUC03280	btuCED	RDBECOLIOPC03552	btuCED	RDBECOLIGNC00124,RDBECOLIGNC00125,RDBECOLIGNC00123	btuD;btuE;btuC;					 
